Architecture,Run,Instance_ID,Success,Status,NN_Time_s,NN_Initialized_IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Cold_IPOPT_Cost,Speedup_vs_Cold_IPOPT,Feasible_Cost,Feasible_Obj_Gap_pct
PINN Baseline,1,201,True,optimal,0.00021526560885831714,0.8999655428342521,0.9001808084431104,0.8588561429642141,568118.7380178644,0.954092927674865,568118.7380178339,-5.368739363371927e-12
PINN Baseline,1,202,True,optimal,0.00021526560885831714,0.9082361229229718,0.9084513885318302,0.8734379990492016,567242.4971691848,0.9614581584390393,567242.4971691698,-2.6474702778123256e-12
PINN Baseline,1,203,True,optimal,0.00021526560885831714,0.9174252250231802,0.9176404906320386,0.832954382058233,557828.7586160358,0.9077131954852202,557828.7586160427,1.2312925573844206e-12
PINN Baseline,1,204,True,optimal,0.00021526560885831714,0.9064076079521328,0.9066228735609911,0.8191466180142015,557417.3102050279,0.9035141754109904,557417.3102050157,-2.192900824578285e-12
PINN Baseline,1,205,True,optimal,0.00021526560885831714,0.970943643944338,0.9711589095531963,0.8569833489600569,559853.3068544922,0.8824336990887841,559853.3068544947,4.574657412639369e-13
PINN Baseline,1,207,True,optimal,0.00021526560885831714,0.9574849219061434,0.9577001875150017,0.8275049279909581,565053.3921409316,0.8640542612173142,565053.3921409296,-3.502430918181779e-13
PINN Baseline,1,208,True,optimal,0.00021526560885831714,0.8474682159721851,0.8476834815810435,0.7449083889368922,559476.7032093235,0.8787577027542616,559476.7032093274,7.074684110010004e-13
PINN Baseline,1,209,True,optimal,0.00021526560885831714,0.9637478368822485,0.9639631024911068,0.8016543050762266,561919.1068192743,0.8316234335158303,561919.1068192848,1.885288141600472e-12
PINN Baseline,2,201,True,optimal,0.0001029077684506774,0.8907948699779809,0.8908977777464315,0.8588561429642141,568118.7380178644,0.964034443027495,568118.7380178579,-1.1475168104917096e-12
PINN Baseline,2,202,True,optimal,0.0001029077684506774,0.8951441808603704,0.8952470886288211,0.8734379990492016,567242.4971691848,0.9756390276420528,567242.4971691807,-7.388289147383234e-13
PINN Baseline,2,203,True,optimal,0.0001029077684506774,0.8655051488894969,0.8656080566579476,0.832954382058233,557828.7586160358,0.9622766050424852,557828.758616032,-6.886890575200997e-13
